Disp_OPC[Código],Disp_OPC[Nome],Disp_OPC[Data report],Disp_OPC[Versão],Disp_OPC[VIP],Disp_OPC[Suspenso],Disp_OPC[Bandeira],[AverageDisponibilidade__Final_S_Analise]
28006,28006 Auto Posto Balao Da 36 Ltda.,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28007,28007 Auto Posto Miquira Ii Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28008,28008 Auto Posto Miquira Iii Ltda.,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28009 - V4 NUC,28009 - V4 Nuc Posto  Bandeira Branca A 4 Comercio De Combustiveis Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,0.9743055555555555
28010,28010 Auto Posto Cristais Do Tatuape Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28011,28011 Star Green Auto Posto Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28013,28013 Posto Quality Baruel Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28014,28014 Auto Posto Maria Zelia Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28015,28015 Vittorio Pacchiarotti Com. De Combust Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28017,28017 Posto Sao Geraldo Taubate Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28018,28018 Brasilia Posto De Servico Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28019,28019 Auto Posto Fontoura Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28020,28020 Auto Posto Avenida Italia Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28021,28021 Interkar Auto Posto Limitada.,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28022,28022 Auto Posto System Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28023,28023 - Posto Almirante Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
28024,28024 Auto Posto Petromaxxi De Jau Ltda.,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28025,28025 Posto Castelo Branco De Vinhedo Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28026,28026 Petronews Comercio De Combustivel Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28027,28027 Auto Posto Petro-Pires Ii Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ale,1
28028,28028 Posto Top Gas Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28029,28029 Auto Posto Brilhantex Limitada.,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28032,28032 Gasmetano Do Brasil Limitada,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28035,28035 Centro Automotivo E Comercio De Combustiveis Maxxima I Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28036,28036 Auto Posto Belotti & Holanda Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
2804 - V4 NUC,2804 - V4 Nuc Posto  Shell Packard Auto Posto Limitada,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
28041,28041 Posto De Servicos Nova Itaquera Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28042,28042 Posto Mirante Araraquara Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28043,28043 Posto Mirante Sao Carlos Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28044,28044 Posto Mirante Via Norte Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28045,28045 Centro Automotivo Veneto Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28047,28047 J Lopes Goncalves Posto Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28048,28048 Mjx Posto De Gasolina E Servicos Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28051,28051 G. B. Calandrim & Cia Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28052,28052 Auto Posto Portal Da Lagoa Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28054 - V4 NUC,28054 - Auto Posto Rags,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,0.6365277777777778
28055,28055 Rede Araujo - Posto Ribeirao Km 319 Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28057,28057 Auto Posto Castelinho Fast Food Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,0.8955555555555555
28058,28058 Auto Posto Alameda De Araraquara Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28059 - V4 NUC,28059 - V4 Nuc Rb 4 Cristo Rei Comercio De Combustiveis Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28060,28060 Auto Posto Jardim Esther Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28061,28061 Rosa De Saron Comercio De Combustiveis Ltda.,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28062,28062 Redeposto Regente Feijo Comercio De Combustiveis Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28063,28063 Auto Posto Supremo Ii Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28064,28064 Auto Posto E Centro Automotivo Vila Rosina Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28065,28065 Auto Posto Caxambu Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28067,28067 - Auto Posto Guarulhos,2025-08-26T00:00:00,V4 - NOVPN,False,False,,0.6074999999999999
28069,28069 - Posto Br Vereda Tropical,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
2807 - V4 NUC,2807 - V4 Nuc Posto  Ipiranga Abastecedora Farroupilha Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28070,28070 Posto Br Duque Dumont Villares,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28071,28071 Posto Shell Maranelo 2,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
28072 - V4 NUC,28072 - V4 Nuc Posto Br  Voluntários,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28073,28073 - Posto Br Brigadeiro,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28074,28074 - Posto  Br Campeao Paulista,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28075,28075 - Posto Br Ciara,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28076,28076 - Auto Posto Angelica  E Cia,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28077,28077 - Posto Br Salim Maluf,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28078,28078 - Posto Br Duque Helio Pellegrino 2,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28079,28079 - Posto Br Duque Zagottis,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28080 - V4 NUC,28080 - V4 Nuc Auto Posto Escocia,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28081,28081 Auto Posto Lorena,2025-08-26T00:00:00,V4 - VPN,True,False,BR,1
28082 - V4 NUC,28082 - V4 Nuc Auto Posto Leão Do Belém,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
28083,28083 - Auto Posto Veiga Filho,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28084 - V4 NUC,28084 - V4 Nuc Auto Posto Vila Lobos,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28085 - V4 NUC,28085 - V4 Nuc Auto Posto Suécia,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
28086 - V4 NUC,28086 - V4 Nuc Auto Posto Finlândia,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
28087,28087 - Auto Posto Santana - Brooklin,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28088 - V4 NUC,28088 - V4 Nucauto Posto Dois Xis,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
28089,28089 - Auto Posto Berrini,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
2809 - V4 NUC,2809 - V4 Nuc Posto  Ipiranga Abastecedora Farroupilha Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28090,28090 - Auto Posto Arizona,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28091,28091 - Auto Posto Austria,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28092,28092 - Auto Posto Baronesa,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28094,28094 Auto Posto Vila Esmeralda Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28095,28095 Vm Rodrigues Combustiveis Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28096,28096 Auto Posto Vila Figueira Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28097,28097 Posto Continental Rio Preto Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28098,28098 Gama Postos De Combustiveis E Conveniencia Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28099,28099 Posto Capitao Salomao Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28100,28100 Posto Nove De Julho Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28101,28101 Auto Posto Klass Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28102,28102 Serv-Center Columbus Auto Posto Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0
28104,28104 Auto Posto Fila Dupla Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28106,28106 - Posto De Servicos Euro Fuel Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
28107,28107 Centro Automotivo Lago Vitoria Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28109,28109 Auto Posto Independencia Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28110,28110 Csm - Comercio De Derivados De Petroleo Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28111,28111 Posto Deck Fiusa Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28113,28113 Centro Automotivo Brisa Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28114,28114 Dunga Posto De Servicos Ltda.,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28115,28115 Posto Sao Jorge Campinas Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28117,28117 Auto Posto Phoenix De Sao Carlos Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28118,28118 Auto Posto Phoenix De Piracicaba Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,0.9764999999999999
28120,28120 Gdo Participacoes S/A Itapetininga,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28121,28121 Gdo Participacoes S/A Vila Buarque,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,0.6655277777777778
28124 - V4 NUC,28124 - Auto Posto Interlaken L2 Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
28127,28127 Auto Posto Nipo Brasileiro Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
2813 - V4 NUC,2813 - V4 Nuc Posto  Br Auto Posto Tremembe Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
28130,28130 Auto Posto Cordelia Ltda.,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28131,28131 Auto Posto Real De Botucatu Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28135,28135 Posto De Gasolina Bougainville Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28137 - V4 NUC,28137 - V4 Posto Linha Verde Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
28138 - V4 NUC,28138 - Auto Posto Ewamaro L2,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
28139 - V4 NUC,28139 - V4 Nuc Posto Rb 1 Central Comercio De Combustiveis Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
2814 - V4 NUC,2814 - V4 Nuc Posto  Br Farol Da Agua Fria - Comercio Varejista,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28140,28140 Centro Automotivo Blue Miami Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28142,28142 Auto Posto Inga Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28143,28143 Centro Automotivo Casanova Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28146,28146 Centro Automotivo Agua Marinha Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28148,28148 Auto Posto Rt99 Ltda.,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28149,28149 Posto Quality Aruja Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28152,28152 Centro Automotivo Nossa Sra. De Fatima Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28154,28154 Auto Posto Rede Parceiro Anil Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28155,28155 Gran Rodeio Auto Posto Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28158,28158 Alpha 2002 Auto Posto Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
2816 - V4 NUC,2816 - V4 Nuc Posto  Shell Posto De Servicos Motormac Sao Bernardo,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0
28162,28162 Auto Posto Santa Gianna Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28163,28163 A. V. B. Comercio De Combustiveis Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28165,28165 Auto Posto Bela Vista De Ribeirao Preto Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28174,28174 Veneza Auto Posto Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28175,28175 Malure Auto Posto Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28176,28176 Auto Posto Parque Cidade Nova Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28177,28177 Auto Posto Capela Bandeirantes Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0.9416666666666667
28178,28178 Auto Posto Novo West Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28179,28179 Correntao Auto Posto De Campinas Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
28181,28181 Auto Posto Sampaio De Limeira Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28182,28182 Posto Pinda Dutra Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28183,28183 O. D. P. Comercio De Combustiveis Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28184,28184 Auto Posto Praca Das Bandeiras Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28185,28185 Auto Posto City Petropolis Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
28186,28186 Posto Sol Barretos Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
2819,2819 Auto Posto Santo Antonio De Caragua Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
28190,28190 Estrutura Auto Posto Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28192,28192 Porto Petroleos Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
28193,28193 Auto Posto Cerro Cora Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
